team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Kolkata Knight Riders,5,7,0.1,5.9,mandatory,A Raghuvanshi,E Malinga,C Green,1,0,1,,,,,,,,,,,,,,,20.0,227.0,74
Kolkata Knight Riders,5,8,0.1,5.9,mandatory,C Green,E Malinga,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,75
Kolkata Knight Riders,5,9,0.1,5.9,mandatory,A Raghuvanshi,E Malinga,C Green,0,0,0,,,,,,,,C Green,run out,,,,,E Malinga,20.0,227.0,75
Kolkata Knight Riders,6,1,0.1,5.9,mandatory,RK Singh,Shivang Kumar,A Raghuvanshi,0,0,0,,,,,,,,,,,,,,,20.0,227.0,75
Kolkata Knight Riders,6,2,0.1,5.9,mandatory,RK Singh,Shivang Kumar,A Raghuvanshi,0,0,0,,,,,,,,,,,,,,,20.0,227.0,75
Kolkata Knight Riders,6,3,0.1,5.9,mandatory,RK Singh,Shivang Kumar,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,76
Kolkata Knight Riders,6,4,0.1,5.9,mandatory,A Raghuvanshi,Shivang Kumar,RK Singh,0,0,0,,,,,,,,,,,,,,,20.0,227.0,76
Kolkata Knight Riders,6,5,0.1,5.9,mandatory,A Raghuvanshi,Shivang Kumar,RK Singh,0,0,0,,,,,,,,,,,,,,,20.0,227.0,76
Kolkata Knight Riders,6,6,0.1,5.9,mandatory,A Raghuvanshi,Shivang Kumar,RK Singh,4,0,4,,,,,,,,,,,,,,,20.0,227.0,80
Kolkata Knight Riders,7,1,0.1,5.9,mandatory,RK Singh,JD Unadkat,A Raghuvanshi,0,0,0,,,,,,,,,,,,,,,20.0,227.0,80
Kolkata Knight Riders,7,2,0.1,5.9,mandatory,RK Singh,JD Unadkat,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,81
Kolkata Knight Riders,7,3,0.1,5.9,mandatory,A Raghuvanshi,JD Unadkat,RK Singh,4,0,4,,,,,,,,,,,,,,,20.0,227.0,85
Kolkata Knight Riders,7,4,0.1,5.9,mandatory,A Raghuvanshi,JD Unadkat,RK Singh,2,0,2,,,,,,,,,,,,,,,20.0,227.0,87
Kolkata Knight Riders,7,5,0.1,5.9,mandatory,A Raghuvanshi,JD Unadkat,RK Singh,1,0,1,,,,,,,,,,,,,,,20.0,227.0,88
Kolkata Knight Riders,7,6,0.1,5.9,mandatory,RK Singh,JD Unadkat,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,89
Kolkata Knight Riders,8,1,0.1,5.9,mandatory,RK Singh,Shivang Kumar,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,90
Kolkata Knight Riders,8,2,0.1,5.9,mandatory,A Raghuvanshi,Shivang Kumar,RK Singh,4,0,4,,,,,,,,,,,,,,,20.0,227.0,94
Kolkata Knight Riders,8,3,0.1,5.9,mandatory,A Raghuvanshi,Shivang Kumar,RK Singh,0,0,0,,,Sunrisers Hyderabad,Vinod Seshan,A Raghuvanshi,struck down,wicket,,,,,,,,20.0,227.0,94
Kolkata Knight Riders,8,4,0.1,5.9,mandatory,A Raghuvanshi,Shivang Kumar,RK Singh,3,0,3,,,,,,,,,,,,,,,20.0,227.0,97
Kolkata Knight Riders,8,5,0.1,5.9,mandatory,RK Singh,Shivang Kumar,A Raghuvanshi,4,0,4,,,,,,,,,,,,,,,20.0,227.0,101
Kolkata Knight Riders,8,6,0.1,5.9,mandatory,RK Singh,Shivang Kumar,A Raghuvanshi,0,0,0,,,,,,,,,,,,,,,20.0,227.0,101
Kolkata Knight Riders,9,1,0.1,5.9,mandatory,A Raghuvanshi,DA Payne,RK Singh,1,0,1,,,,,,,,,,,,,,,20.0,227.0,102
Kolkata Knight Riders,9,2,0.1,5.9,mandatory,RK Singh,DA Payne,A Raghuvanshi,2,0,2,,,,,,,,,,,,,,,20.0,227.0,104
Kolkata Knight Riders,9,3,0.1,5.9,mandatory,RK Singh,DA Payne,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,105
Kolkata Knight Riders,9,4,0.1,5.9,mandatory,A Raghuvanshi,DA Payne,RK Singh,1,0,1,,,,,,,,,,,,,,,20.0,227.0,106
Kolkata Knight Riders,9,5,0.1,5.9,mandatory,RK Singh,DA Payne,A Raghuvanshi,4,0,4,,,,,,,,,,,,,,,20.0,227.0,110
Kolkata Knight Riders,9,6,0.1,5.9,mandatory,RK Singh,DA Payne,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,111
Kolkata Knight Riders,10,1,0.1,5.9,mandatory,RK Singh,Shivang Kumar,A Raghuvanshi,0,0,0,,,,,,,,,,,,,,,20.0,227.0,111
Kolkata Knight Riders,10,2,0.1,5.9,mandatory,RK Singh,Shivang Kumar,A Raghuvanshi,4,0,4,,,,,,,,,,,,,,,20.0,227.0,115
Kolkata Knight Riders,10,3,0.1,5.9,mandatory,RK Singh,Shivang Kumar,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,116
Kolkata Knight Riders,10,4,0.1,5.9,mandatory,A Raghuvanshi,Shivang Kumar,RK Singh,1,0,1,,,,,,,,,,,,,,,20.0,227.0,117
Kolkata Knight Riders,10,5,0.1,5.9,mandatory,RK Singh,Shivang Kumar,A Raghuvanshi,4,0,4,,,,,,,,,,,,,,,20.0,227.0,121
Kolkata Knight Riders,10,6,0.1,5.9,mandatory,RK Singh,Shivang Kumar,A Raghuvanshi,0,0,0,,,,,,,,A Raghuvanshi,run out,,,,,Shivang Kumar,20.0,227.0,121
Kolkata Knight Riders,10,7,0.1,5.9,mandatory,RK Singh,Shivang Kumar,A Raghuvanshi,0,0,0,,,,,,,,A Raghuvanshi,run out,,,,,E Malinga,20.0,227.0,121
Kolkata Knight Riders,11,1,0.1,5.9,mandatory,AS Roy,Nithish Kumar Reddy,RK Singh,0,0,0,,,,,,,,,,,,,,,20.0,227.0,121
Kolkata Knight Riders,11,2,0.1,5.9,mandatory,AS Roy,Nithish Kumar Reddy,RK Singh,0,0,0,,,,,,,,AS Roy,caught and bowled,,,,,,20.0,227.0,121
Kolkata Knight Riders,11,3,0.1,5.9,mandatory,Ramandeep Singh,Nithish Kumar Reddy,RK Singh,1,0,1,,,,,,,,,,,,,,,20.0,227.0,122
Kolkata Knight Riders,11,4,0.1,5.9,mandatory,RK Singh,Nithish Kumar Reddy,Ramandeep Singh,1,0,1,,,,,,,,,,,,,,,20.0,227.0,123
Kolkata Knight Riders,11,5,0.1,5.9,mandatory,Ramandeep Singh,Nithish Kumar Reddy,RK Singh,0,0,0,,,,,,,,,,,,,,,20.0,227.0,123
Kolkata Knight Riders,11,6,0.1,5.9,mandatory,Ramandeep Singh,Nithish Kumar Reddy,RK Singh,1,0,1,,,,,,,,,,,,,,,20.0,227.0,124
Kolkata Knight Riders,12,1,0.1,5.9,mandatory,Ramandeep Singh,Shivang Kumar,RK Singh,4,0,4,,,,,,,,,,,,,,,20.0,227.0,128
Kolkata Knight Riders,12,2,0.1,5.9,mandatory,Ramandeep Singh,Shivang Kumar,RK Singh,1,0,1,,,,,,,,,,,,,,,20.0,227.0,129
Kolkata Knight Riders,12,3,0.1,5.9,mandatory,RK Singh,Shivang Kumar,Ramandeep Singh,1,0,1,,,,,,,,,,,,,,,20.0,227.0,130
Kolkata Knight Riders,12,4,0.1,5.9,mandatory,Ramandeep Singh,Shivang Kumar,RK Singh,1,0,1,,,,,,,,,,,,,,,20.0,227.0,131
Kolkata Knight Riders,12,5,0.1,5.9,mandatory,RK Singh,Shivang Kumar,Ramandeep Singh,6,0,6,,,,,,,,,,,,,,,20.0,227.0,137
Kolkata Knight Riders,12,6,0.1,5.9,mandatory,RK Singh,Shivang Kumar,Ramandeep Singh,1,0,1,,,,,,,,,,,,,,,20.0,227.0,138
Kolkata Knight Riders,13,1,0.1,5.9,mandatory,RK Singh,Nithish Kumar Reddy,Ramandeep Singh,0,0,0,,,,,,,,,,,,,,,20.0,227.0,138
Kolkata Knight Riders,13,2,0.1,5.9,mandatory,RK Singh,Nithish Kumar Reddy,Ramandeep Singh,1,0,1,,,,,,,,,,,,,,,20.0,227.0,139
Kolkata Knight Riders,13,3,0.1,5.9,mandatory,Ramandeep Singh,Nithish Kumar Reddy,RK Singh,1,0,1,,,,,,,,,,,,,,,20.0,227.0,140
Kolkata Knight Riders,13,4,0.1,5.9,mandatory,RK Singh,Nithish Kumar Reddy,Ramandeep Singh,0,0,0,,,,,,,,RK Singh,caught,,,,,JD Unadkat,20.0,227.0,140
Kolkata Knight Riders,13,5,0.1,5.9,mandatory,SP Narine,Nithish Kumar Reddy,Ramandeep Singh,6,0,6,,,,,,,,,,,,,,,20.0,227.0,146
Kolkata Knight Riders,13,6,0.1,5.9,mandatory,SP Narine,Nithish Kumar Reddy,Ramandeep Singh,6,0,6,,,,,,,,,,,,,,,20.0,227.0,152
Kolkata Knight Riders,14,1,0.1,5.9,mandatory,Ramandeep Singh,E Malinga,SP Narine,1,0,1,,,,,,,,,,,,,,,20.0,227.0,153
Kolkata Knight Riders,14,2,0.1,5.9,mandatory,SP Narine,E Malinga,Ramandeep Singh,0,1,1,1.0,,,,,,,,,,,,,,20.0,227.0,154
Kolkata Knight Riders,14,3,0.1,5.9,mandatory,SP Narine,E Malinga,Ramandeep Singh,0,1,1,1.0,,,,,,,,,,,,,,20.0,227.0,155
Kolkata Knight Riders,14,4,0.1,5.9,mandatory,SP Narine,E Malinga,Ramandeep Singh,0,0,0,,,,,,,,,,,,,,,20.0,227.0,155
Kolkata Knight Riders,14,5,0.1,5.9,mandatory,SP Narine,E Malinga,Ramandeep Singh,0,0,0,,,,,,,,SP Narine,caught,,,,,Aniket Verma,20.0,227.0,155
Kolkata Knight Riders,14,6,0.1,5.9,mandatory,Kartik Tyagi,E Malinga,Ramandeep Singh,4,0,4,,,,,,,,,,,,,,,20.0,227.0,159
Kolkata Knight Riders,14,7,0.1,5.9,mandatory,Kartik Tyagi,E Malinga,Ramandeep Singh,0,1,1,,1.0,,,,,,,,,,,,,20.0,227.0,160
Kolkata Knight Riders,14,8,0.1,5.9,mandatory,Ramandeep Singh,E Malinga,Kartik Tyagi,0,0,0,,,,,,,,Ramandeep Singh,caught,,,,,JD Unadkat,20.0,227.0,160
Kolkata Knight Riders,15,1,0.1,5.9,mandatory,Kartik Tyagi,JD Unadkat,VG Arora,0,0,0,,,,,,,,,,,,,,,20.0,227.0,160
Kolkata Knight Riders,15,2,0.1,5.9,mandatory,Kartik Tyagi,JD Unadkat,VG Arora,1,0,1,,,,,,,,,,,,,,,20.0,227.0,161
Kolkata Knight Riders,15,3,0.1,5.9,mandatory,VG Arora,JD Unadkat,Kartik Tyagi,0,0,0,,,,,,,,,,,,,,,20.0,227.0,161
Kolkata Knight Riders,15,4,0.1,5.9,mandatory,VG Arora,JD Unadkat,Kartik Tyagi,1,0,1,,,,,,,,,,,,,,,20.0,227.0,162
Kolkata Knight Riders,15,5,0.1,5.9,mandatory,Kartik Tyagi,JD Unadkat,VG Arora,0,0,0,,,Kolkata Knight Riders,MV Saidharshan Kumar,Kartik Tyagi,struck down,wicket,Kartik Tyagi,caught,,,,,Ishan Kishan,20.0,227.0,162
Kolkata Knight Riders,15,6,0.1,5.9,mandatory,CV Varun,JD Unadkat,VG Arora,0,0,0,,,,,,,,CV Varun,bowled,,,,,,20.0,227.0,162
