team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,byes,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Delhi Capitals,7,7,0.1,5.6,mandatory,Sameer Rizvi,A Nortje,T Stubbs,0,1,1,1.0,,,,,,,,,,,,,,,20.0,142.0,47
Delhi Capitals,7,8,0.1,5.6,mandatory,Sameer Rizvi,A Nortje,T Stubbs,6,0,6,,,,,,,,,,,,,,,,20.0,142.0,53
Delhi Capitals,8,1,0.1,5.6,mandatory,T Stubbs,Mohammed Shami,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,54
Delhi Capitals,8,2,0.1,5.6,mandatory,Sameer Rizvi,Mohammed Shami,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,55
Delhi Capitals,8,3,0.1,5.6,mandatory,T Stubbs,Mohammed Shami,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,56
Delhi Capitals,8,4,0.1,5.6,mandatory,Sameer Rizvi,Mohammed Shami,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,57
Delhi Capitals,8,5,0.1,5.6,mandatory,T Stubbs,Mohammed Shami,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,,20.0,142.0,57
Delhi Capitals,8,6,0.1,5.6,mandatory,T Stubbs,Mohammed Shami,Sameer Rizvi,4,0,4,,,,,,,,,,,,,,,,20.0,142.0,61
Delhi Capitals,9,1,0.1,5.6,mandatory,Sameer Rizvi,Shahbaz Ahmed,T Stubbs,2,0,2,,,,,,,,,,,,,,,,20.0,142.0,63
Delhi Capitals,9,2,0.1,5.6,mandatory,Sameer Rizvi,Shahbaz Ahmed,T Stubbs,4,0,4,,,,,,,,,,,,,,,,20.0,142.0,67
Delhi Capitals,9,3,0.1,5.6,mandatory,Sameer Rizvi,Shahbaz Ahmed,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,68
Delhi Capitals,9,4,0.1,5.6,mandatory,T Stubbs,Shahbaz Ahmed,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,69
Delhi Capitals,9,5,0.1,5.6,mandatory,Sameer Rizvi,Shahbaz Ahmed,T Stubbs,4,0,4,,,,,,,,,,,,,,,,20.0,142.0,73
Delhi Capitals,9,6,0.1,5.6,mandatory,Sameer Rizvi,Shahbaz Ahmed,T Stubbs,4,0,4,,,,,,,,,,,,,,,,20.0,142.0,77
Delhi Capitals,10,1,0.1,5.6,mandatory,T Stubbs,A Nortje,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,78
Delhi Capitals,10,2,0.1,5.6,mandatory,Sameer Rizvi,A Nortje,T Stubbs,2,0,2,,,,,,,,,,,,,,,,20.0,142.0,80
Delhi Capitals,10,3,0.1,5.6,mandatory,Sameer Rizvi,A Nortje,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,81
Delhi Capitals,10,4,0.1,5.6,mandatory,T Stubbs,A Nortje,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,82
Delhi Capitals,10,5,0.1,5.6,mandatory,Sameer Rizvi,A Nortje,T Stubbs,0,0,0,,,,,,,,,,,,,,,,20.0,142.0,82
Delhi Capitals,10,6,0.1,5.6,mandatory,Sameer Rizvi,A Nortje,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,83
Delhi Capitals,11,1,0.1,5.6,mandatory,Sameer Rizvi,Mohsin Khan,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,84
Delhi Capitals,11,2,0.1,5.6,mandatory,T Stubbs,Mohsin Khan,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,,20.0,142.0,84
Delhi Capitals,11,3,0.1,5.6,mandatory,T Stubbs,Mohsin Khan,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,,20.0,142.0,84
Delhi Capitals,11,4,0.1,5.6,mandatory,T Stubbs,Mohsin Khan,Sameer Rizvi,0,1,1,1.0,,,,,,,,,,,,,,,20.0,142.0,85
Delhi Capitals,11,5,0.1,5.6,mandatory,T Stubbs,Mohsin Khan,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,86
Delhi Capitals,11,6,0.1,5.6,mandatory,Sameer Rizvi,Mohsin Khan,T Stubbs,0,0,0,,,,,,,,,,,,,,,,20.0,142.0,86
Delhi Capitals,11,7,0.1,5.6,mandatory,Sameer Rizvi,Mohsin Khan,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,87
Delhi Capitals,12,1,0.1,5.6,mandatory,Sameer Rizvi,Prince Yadav,T Stubbs,0,0,0,,,,,,,,,,,,,,,,20.0,142.0,87
Delhi Capitals,12,2,0.1,5.6,mandatory,Sameer Rizvi,Prince Yadav,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,88
Delhi Capitals,12,3,0.1,5.6,mandatory,T Stubbs,Prince Yadav,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,89
Delhi Capitals,12,4,0.1,5.6,mandatory,Sameer Rizvi,Prince Yadav,T Stubbs,0,0,0,,,,,,,,,,,,,,,,20.0,142.0,89
Delhi Capitals,12,5,0.1,5.6,mandatory,Sameer Rizvi,Prince Yadav,T Stubbs,2,0,2,,,,,,,,,,,,,,,,20.0,142.0,91
Delhi Capitals,12,6,0.1,5.6,mandatory,Sameer Rizvi,Prince Yadav,T Stubbs,2,0,2,,,,,,,,,,,,,,,,20.0,142.0,93
Delhi Capitals,13,1,0.1,5.6,mandatory,T Stubbs,AK Markram,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,94
Delhi Capitals,13,2,0.1,5.6,mandatory,Sameer Rizvi,AK Markram,T Stubbs,2,0,2,,,,,,,,,,,,,,,,20.0,142.0,96
Delhi Capitals,13,3,0.1,5.6,mandatory,Sameer Rizvi,AK Markram,T Stubbs,0,0,0,,,,,,,,,,,,,,,,20.0,142.0,96
Delhi Capitals,13,4,0.1,5.6,mandatory,Sameer Rizvi,AK Markram,T Stubbs,6,0,6,,,,,,,,,,,,,,,,20.0,142.0,102
Delhi Capitals,13,5,0.1,5.6,mandatory,Sameer Rizvi,AK Markram,T Stubbs,4,0,4,,,,,,,,,,,,,,,,20.0,142.0,106
Delhi Capitals,13,6,0.1,5.6,mandatory,Sameer Rizvi,AK Markram,T Stubbs,0,0,0,,,,,,,,,,,,,,,,20.0,142.0,106
Delhi Capitals,14,1,0.1,5.6,mandatory,T Stubbs,A Nortje,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,107
Delhi Capitals,14,2,0.1,5.6,mandatory,Sameer Rizvi,A Nortje,T Stubbs,0,0,0,,,,,,,,,,,,,,,,20.0,142.0,107
Delhi Capitals,14,3,0.1,5.6,mandatory,Sameer Rizvi,A Nortje,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,108
Delhi Capitals,14,4,0.1,5.6,mandatory,T Stubbs,A Nortje,Sameer Rizvi,4,0,4,,,,,,,,,,,,,,,,20.0,142.0,112
Delhi Capitals,14,5,0.1,5.6,mandatory,T Stubbs,A Nortje,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,,20.0,142.0,112
Delhi Capitals,14,6,0.1,5.6,mandatory,T Stubbs,A Nortje,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,113
Delhi Capitals,15,1,0.1,5.6,mandatory,T Stubbs,Mohsin Khan,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,114
Delhi Capitals,15,2,0.1,5.6,mandatory,Sameer Rizvi,Mohsin Khan,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,115
Delhi Capitals,15,3,0.1,5.6,mandatory,T Stubbs,Mohsin Khan,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,116
Delhi Capitals,15,4,0.1,5.6,mandatory,Sameer Rizvi,Mohsin Khan,T Stubbs,4,0,4,,,,,,,,,,,,,,,,20.0,142.0,120
Delhi Capitals,15,5,0.1,5.6,mandatory,Sameer Rizvi,Mohsin Khan,T Stubbs,6,0,6,,,,,,,,,,,,,,,,20.0,142.0,126
Delhi Capitals,15,6,0.1,5.6,mandatory,Sameer Rizvi,Mohsin Khan,T Stubbs,0,0,0,,,,,,,,,,,,,,,,20.0,142.0,126
Delhi Capitals,16,1,0.1,5.6,mandatory,T Stubbs,A Nortje,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,,20.0,142.0,126
Delhi Capitals,16,2,0.1,5.6,mandatory,T Stubbs,A Nortje,Sameer Rizvi,6,0,6,,,,,,,,,,,,,,,,20.0,142.0,132
Delhi Capitals,16,3,0.1,5.6,mandatory,T Stubbs,A Nortje,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,133
Delhi Capitals,16,4,0.1,5.6,mandatory,Sameer Rizvi,A Nortje,T Stubbs,0,5,5,5.0,,,,,,,,,,,,,,,20.0,142.0,138
Delhi Capitals,16,5,0.1,5.6,mandatory,Sameer Rizvi,A Nortje,T Stubbs,0,0,0,,,,,,,,,,,,,,,,20.0,142.0,138
Delhi Capitals,16,6,0.1,5.6,mandatory,Sameer Rizvi,A Nortje,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,142.0,139
Delhi Capitals,16,7,0.1,5.6,mandatory,T Stubbs,A Nortje,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,,20.0,142.0,139
Delhi Capitals,17,1,0.1,5.6,mandatory,Sameer Rizvi,Abdul Samad,T Stubbs,6,0,6,,,,,,,,,,,,,,,,20.0,142.0,145
